,term,URI,aat_bow,spacy_cs
77,indians,300016903,"['indian', 'pacific', 'georgia', 'salish', 'olympic', 'coast', 'refers', 'speaking', 'peninsula', 'sound', 'island', 'much', 'puget', 'america', 'washington', 'culture', 'southern', 'strait', 'vancouver', 'north', 'northwest', 'around', 'western', 'living']",0.809
78,indians,300016954,"['common', 'including', 'house', 'pueblo', 'non', 'tool', 'first', 'abandonment', 'usage', 'descendant', 'mexico', 'avoided', 'indian', 'fine', 'architectural', 'phase', 'hopi', 'style', 'area', 'meaning', 'considered', 'century', 'state', 'scheme', 'modern', 'new', 'cultural', 'include', 'refers', 'existed', 'achievement', 'dwelling', 'classification', 'later', 'moqui', 'great', 'native', 'ancestor', 'ancestral', 'flourished', 'probably', 'arizona', 'basket', 'like', 'moki', 'people', 'end', 'ornament', 'pottery', 'village', 'cliff', 'boundary', 'american', 'colorado', 'culture', 'apartment', 'utah', 'basketmaker', 'contemporary', 'used', 'puebloan', 'north', 'cloth', 'preferred', 'though', 'anasazi', 'identify', 'around', 'hisatsinom', 'civilization', 'ce', 'group', 'living', 'noted']",0.942
79,indians,300016652,"['eastern', 'north', 'related', 'indian', 'american', 'paleo', 'culture', 'period', 'style']",0.862
80,indians,300249561,"['partially', 'sided', 'seminole', 'indian', 'chickees', 'raised', 'chikees', 'fully', 'pole', 'miccosukee', 'log', 'dwelling', 'foot', 'platform', 'chickee', 'framed', 'ground', 'thatched', 'usually', 'open', 'florida', 'living']",0.739
81,indians,300197395,"['made', 'woven', 'north', 'designed', 'machine', 'trade', 'pendleton', 'indian', 'especially', 'suit', 'american', 'blanket', 'native', 'woolen', 'robe', 'oregon', 'mill', 'inexpensive']",0.73
82,indians,300016773,"['describe', 'lake', 'single', 'mexico', 'derived', 'albert', 'use', 'indian', 'haida', 'region', 'style', 'area', 'athapaskan', 'believed', 'centered', 'multiple', 'form', 'since', 'determined', 'also', 'well', 'many', 'cultural', 'new', 'refers', 'gallatin', 'refer', 'general', 'includes', 'athabascan', 'arbitrary', 'appears', 'sometimes', 'athabaska', 'people', 'term', 'belonging', 'often', 'occupy', 'descriptive', 'sub', 'athapaska', 'american', 'language', 'synonymously', 'culture', 'encompasses', 'linguistic', 'spelling', 'athabaskan', 'used', 'athapascan', 'subarctic', 'widely', 'category', 'north', 'vast', 'though', 'varies', 'tlingit', 'around', 'larger', 'self', 'group']",0.963
83,indians,300265506,"['people', 'mountain', 'north', 'based', 'dakota', 'metis', 'indian', 'tribe', 'ojibwa', 'belcourt', 'band', 'culture', 'turtle', 'reservation', 'chippewa', 'style']",0.825
84,indians,300016636,"['north', 'related', 'indian', 'american', 'paleo', 'western', 'culture', 'period', 'style']",0.861
85,indians,300017924,"['masko', 'mashco', 'masco', 'indian']",0.551
86,indians,300017924,"['masko', 'mashco', 'masco', 'indian']",0.551
87,indians,300265494,"['lake', 'historically', 'indian', 'tribe', 'referring', 'particularly', 'kalispell', 'kalispel', 'style', 'area', 'salish', 'large', 'european', 'native', 'today', 'montana', 'shell', 'occupied', 'idaho', 'worn', 'american', 'washington', 'culture', 'oreille', 'member', 'confederated', 'kootenai', 'french', 'called', 'pend', 'arrived', 'north', 'recognized', 'earring', 'around']",0.889
88,indians,300255587,"['used', 'made', 'hair', 'pillowlike', 'stuffed', 'saddle', 'plain', 'pad', 'animal', 'skin']",0.451
89,indians,300017706,"['removed', 'iroquoian', 'cherokee', 'appalachian', 'mountain', 'south', 'keetoowah', 'tsalagi', 'derived', 'formerly', 'indian', 'largest', 'tribe', 'prefer', 'known', 'one', 'style', 'meaning', 'georgia', 'nation', 'controlled', 'km', 'eastern', 'tribal', 'government', 'word', 'part', 'many', 'european', 'southeast', 'time', 'square', 'present', 'today', 'lineage', 'creek', 'approximately', 'american', 'culture', 'member', 'name', 'carolina', 'day', 'integrated', 'north', 'mile', 'tennessee', 'constituted', 'politically', 'forcibly', 'colonization', 'western', 'sovereign', 'different']",0.903
90,indians,300265508,"['fort', 'near', 'original', 'indian', 'tribe', 'river', 'style', 'area', 'fall', 'eastern', 'state', 'homeland', 'part', 'along', 'native', 'named', 'columbia', 'american', 'washington', 'culture', 'originally', 'name', 'kettle', 'colville', 'located']",0.833
91,indians,300343924,"['betula', 'fast', 'timber', 'height', 'grained', 'tree', 'wood', 'water', 'thus', 'marked', 'shade', 'create', 'turned', 'furniture', 'indian', 'known', 'numerous', 'article', 'woodenware', 'pioneer', 'sap', 'specie', 'papyrifera', 'ornamental', 'copper', 'pore', 'central', 'silhouette', 'canoe', 'colored', 'time', 'pendulous', 'flooring', 'northern', 'narrow', 'horizontal', 'roofing', 'close', 'native', 'twig', 'foot', 'paper', 'bark', 'bright', 'material', 'birch', 'peel', 'america', 'almost', 'american', 'layer', 'impervious', 'flexible', 'writing', 'typically', 'several', 'pulp', 'white', 'lacy', 'lived', 'branch', 'used', 'brown', 'name', 'inner', 'north', 'growing', 'boiled', 'thin', 'meter', 'around', 'silver', 'produce', 'whitens', 'short']",0.774
92,indians,300400846,"['church', 'indigenous', 'entailing', 'north', 'among', 'widespread', 'hallucinogenic', 'peyotism', 'movement', 'use', 'indian', 'american', 'peyote', 'produce', 'religion', 'religious', 'native']",0.938
93,indians,300213361,"['long', 'propolis', 'wood', 'resin', 'medicinal', 'tree', 'unwanted', 'notably', 'making', 'cosmetic', 'hive', 'wound', 'treating', 'thus', 'use', 'beehive', 'indian', 'product', 'particularly', 'bee', 'directly', 'antifungal', 'greek', 'sap', 'actually', 'honey', 'space', 'assyrian', 'egyptian', 'entrance', 'along', 'contains', 'glue', 'bud', 'candle', 'human', 'botanical', 'resinous', 'antibacterial', 'collected', 'mixture', 'instead', 'rarely', 'beeswax', 'poplar', 'sealant', 'used', 'paint', 'violin', 'flow', 'ancient', 'open', 'treat', 'bearing', 'healing', 'varnish', 'tanning', 'source', 'cone', 'binder', 'barrier']",0.774
94,indians,300017571,"['paiute', 'meager', 'historically', 'arid', 'indian', 'tribe', 'california', 'appropriated', 'oregon', 'style', 'horse', 'across', 'eastern', 'state', 'central', 'northern', 'rush', 'today', 'trespasser', 'prospector', 'east', 'food', 'american', 'farmer', 'paviotso', 'culture', 'several', 'land', 'last', 'nevada', 'organized', 'north', 'inhabited', 'recognized', 'interval', 'western', 'supply', 'federally', 'plant', 'acquired', 'fought', 'gun', 'despoiled', 'different']",0.887
95,indians,300265475,"['boiling', 'sioux', 'currently', 'indian', 'one', 'meaning', 'style', 'two', 'lakota', 'along', 'teton', 'reservation', 'characteristic', 'oohenonpas', 'occupy', 'culture', 'oohenonpa', 'kettle', 'cheyenne', 'band', 'seven']",0.848
96,indians,300017740,"['classified', 'prehistory', 'apache', 'pueblo', 'near', 'early', 'relocation', 'mexico', 'thought', 'practice', 'indian', 'exact', 'southwest', 'style', 'mobile', 'live', 'new', 'many', 'farming', 'speaking', 'navaho', 'migrated', 'arizona', 'apachean', 'canada', 'people', 'still', 'sedentary', 'american', 'language', 'culture', 'populous', 'utah', 'point', 'athabaskan', 'moving', 'north', 'timing', 'hunter', 'adopted', 'however', 'group', 'unknown', 'navajo', 'although', 'primarily']",0.929
97,indians,300411107,"['vegetable', 'maize', 'south', 'historically', 'scattered', 'corn', 'chile', 'indian', 'chief', 'whose', 'beyond', 'inhabiting', 'numerous', 'one', 'provincia', 'valley', 'fished', 'pre', 'cacique', 'spanish', 'throughout', 'central', 'generally', 'ethnographer', 'cultivated', 'farming', 'three', 'pepper', 'picunche', 'bean', 'araucanians', 'guinea', 'hunted', 'life', 'smaller', 'village', 'america', 'pig', 'identified', 'authority', 'potato', 'settlement', 'culture', 'extend', 'araucano', 'neuquén', 'period', 'biobío', 'lived', 'west', 'squash', 'chili', 'identify', 'kept', 'mapuche', 'group']",0.89
98,indians,300017589,"['lake', 'mountain', 'historically', 'indian', 'tribe', 'huron', 'region', 'style', 'saskatchewan', 'across', 'state', 'dakota', 'well', 'quebec', 'refers', 'along', 'northern', 'great', 'speaking', 'shore', 'today', 'chippewa', 'exist', 'community', 'ojibwe', 'culture', 'turtle', 'algonquian', 'several', 'southern', 'lived', 'superior', 'north', 'minnesota', 'ojibwa', 'united', 'ojibway', 'different']",0.904
99,indians,300017557,"['passamaquoddy', 'maliseets', 'brunswick', 'indian', 'tribe', 'known', 'one', 'especially', 'confederation', 'across', 'eastern', 'wolastoqiyik', 'live', 'new', 'refers', 'nearby', 'border', 'malécite', 'native', 'canada', 'belonging', 'loose', 'group', 'american', 'malecite', 'mainly', 'culture', 'etchemin', 'together', 'abnaki', 'maliseet', 'micmac', 'saint', 'malisit', 'penobscot', 'alliance', 'wabanaki']",0.925
100,indians,300017557,"['passamaquoddy', 'maliseets', 'brunswick', 'indian', 'tribe', 'known', 'one', 'especially', 'confederation', 'across', 'eastern', 'wolastoqiyik', 'live', 'new', 'refers', 'nearby', 'border', 'malécite', 'native', 'canada', 'belonging', 'loose', 'group', 'american', 'malecite', 'mainly', 'culture', 'etchemin', 'together', 'abnaki', 'maliseet', 'micmac', 'saint', 'malisit', 'penobscot', 'alliance', 'wabanaki']",0.925
101,indians,300017557,"['passamaquoddy', 'maliseets', 'brunswick', 'indian', 'tribe', 'known', 'one', 'especially', 'confederation', 'across', 'eastern', 'wolastoqiyik', 'live', 'new', 'refers', 'nearby', 'border', 'malécite', 'native', 'canada', 'belonging', 'loose', 'group', 'american', 'malecite', 'mainly', 'culture', 'etchemin', 'together', 'abnaki', 'maliseet', 'micmac', 'saint', 'malisit', 'penobscot', 'alliance', 'wabanaki']",0.925
102,indians,300252485,"['wood', 'water', 'mountain', 'formerly', 'indian', 'river', 'valley', 'area', 'saskatchewan', 'state', 'mississippi', 'fresh', 'rocky', 'plain', 'great', 'present', 'canada', 'people', 'watershed', 'province', 'american', 'texas', 'buffalo', 'reliable', 'day', 'principally', 'inhabit', 'north', 'inhabited', 'vast', 'alberta', 'drained', 'obtain', 'site', 'grassland', 'united', 'plant', 'missouri']",0.817
103,indians,300387114,"['ancient', 'arrival', 'term', 'also', 'may', 'generally', 'european', 'america', 'general', 'indian', 'american', 'paleo', 'refer', 'prior', 'culture', 'style']",0.909
104,indians,300017745,"['house', 'average', 'made', 'descendant', 'gila', 'mode', 'indian', 'dietary', 'river', 'one', 'hunting', 'area', 'presumed', 'gathering', 'dry', 'along', 'utilizing', 'pima', 'prehistoric', 'ancestor', 'five', 'failure', 'native', 'speak', 'hohokam', 'arizona', 'like', 'room', 'bean', 'sole', 'people', 'drought', 'traditionally', 'akimel', 'sedentary', 'done', 'supplement', 'american', 'language', 'farmer', 'jackrabbit', 'became', 'core', 'lived', 'usually', 'diet', 'occurred', 'year', 'north', 'uto', 'crop', 'salt', 'mesquite', 'aztecan', 'living', 'considered']",0.874
105,indians,300191684,"['used', 'shell', 'made', 'wampum', 'north', 'sewan', 'threaded', 'peag', 'seawan', 'wampumpeag', 'american', 'bead', 'money']",0.679
106,indians,300017991,"['extinct', 'páez', 'southern', 'chibchan', 'people', 'south', 'highland', 'related', 'paes', 'indian', 'american', 'language', 'pijao', 'closely', 'culture', 'native', 'speak', 'style']",0.913
107,indians,300017580,"['made', 'lake', 'slope', 'sierra', 'mountain', 'indian', 'washo', 'california', 'region', 'style', 'valley', 'meaning', 'tahoe', 'existed', 'washoe', 'great', 'native', 'people', 'east', 'american', 'language', 'culture', 'home', 'nevada', 'basin', 'north', 'year', 'west', 'adjacent', 'around', 'estimated']",0.826
108,indians,300017559,"['passamaquoddy', 'maine', 'indian', 'tribe', 'known', 'mikmaq', 'style', 'confederation', 'eastern', 'refers', 'native', 'canada', 'porcupine', 'belonging', 'loose', 'american', 'malecite', 'culture', 'together', 'abnaki', 'micmac', 'inhabit', 'penobscot', 'alliance', 'united', 'wabanaki']",0.906
109,indians,300017559,"['passamaquoddy', 'maine', 'indian', 'tribe', 'known', 'mikmaq', 'style', 'confederation', 'eastern', 'refers', 'native', 'canada', 'porcupine', 'belonging', 'loose', 'american', 'malecite', 'culture', 'together', 'abnaki', 'micmac', 'inhabit', 'penobscot', 'alliance', 'united', 'wabanaki']",0.906
110,indians,300380227,"['resin', 'flowering', 'mexico', 'derived', 'dumosa', 'indian', 'blue', 'sonora', 'franseria', 'clay', 'colored', 'guaiacum', 'light', 'seri', 'pigment', 'bark', 'local', 'ground', 'prepared', 'root', 'used', 'green', 'organic', 'plant', 'face']",0.71
111,indians,300251908,"['parflêches', 'made', 'shield', 'particularly', 'object', 'meat', 'large', 'decorated', 'dried', 'design', 'container', 'parfleche', 'trunk', 'plain', 'parfleches', 'animal', 'envelopelike', 'rectangular', 'food', 'american', 'folded', 'parfleshes', 'painted', 'used', 'example', 'packing', 'north', 'characteristically', 'blanket', 'bison', 'hide', 'clothing', 'parflashes']",0.758
112,indians,300435662,"['houma', 'people', 'recognized', 'united', 'indian', 'american', 'culture', 'native', 'today', 'style']",0.885
113,indians,300017744,"['descendant', 'tohono', 'indian', 'tribe', 'region', 'sonora', 'homeland', 'changed', 'include', 'northern', 'native', 'desert', 'speak', 'arizona', 'official', 'people', 'traditionally', 'sedentary', 'american', 'culture', 'papago', 'name', 'called', 'uto', 'southwestern', 'larger', 'aztecan', 'semi']",0.913
114,indians,300017606,"['indian', 'haida', 'style', 'wale', 'artwork', 'part', 'refers', 'speaking', 'charlotte', 'island', 'alaskan', 'columbia', 'american', 'british', 'culture', 'alaska', 'prince', 'queen', 'southern', 'called', 'north']",0.828
115,indians,300265491,"['delaware', 'indian', 'known', 'style', 'mean', 'eastern', 'tribal', 'tidewater', 'new', 'lenape', 'refers', 'nanticoke', 'along', 'lenni', 'speaking', 'shore', 'today', 'maryland', 'culture', 'southern', 'lived', 'confederacy', 'name', 'related', 'algonkian']",0.896
116,indians,300427816,"['stone', 'sound', 'bell', 'used', 'make', 'pueblo', 'kiva', 'specifically', 'kivas', 'struck', 'suspended']",0.685
117,indians,300017665,"['missouria', 'missouri', 'indian']",0.534
118,indians,300265519,"['white', 'representational', 'century', 'scene', 'martial', 'often', 'life', 'drawing', 'ledger', 'art', 'emphasis', 'obtained', 'indian', 'book', 'soldier', 'plain', 'ruled', 'named']",0.787
119,indians,300017608,"['describe', 'correct', 'historically', 'referred', 'indian', 'hiletsuk', 'haeltzuk', 'style', 'area', 'nation', 'heiltsuq', 'heitsuk', 'refers', 'bella', 'refer', 'speaking', 'hailtsa', 'people', 'term', 'art', 'heiltsuk', 'language', 'british', 'artifact', 'culture', 'hailhzaqvla', 'inhabit', 'around', 'larger']",0.93
120,indians,300017608,"['describe', 'correct', 'historically', 'referred', 'indian', 'hiletsuk', 'haeltzuk', 'style', 'area', 'nation', 'heiltsuq', 'heitsuk', 'refers', 'bella', 'refer', 'speaking', 'hailtsa', 'people', 'term', 'art', 'heiltsuk', 'language', 'british', 'artifact', 'culture', 'hailhzaqvla', 'inhabit', 'around', 'larger']",0.93
121,indians,300017609,"['calapooya', 'kalapuya', 'kalapuyan', 'indian', 'kalapooian']",0.551
122,indians,300017609,"['calapooya', 'kalapuya', 'kalapuyan', 'indian', 'kalapooian']",0.551
123,indians,300017760,"['centered', 'pueblo', 'north', 'fe', 'new', 'currently', 'santa', 'tewa', 'indian', 'tetsuge', 'culture', 'speaking', 'group', 'tesuque', 'style']",0.838
124,indians,300249545,"['various', 'use', 'ritual', 'indian', 'generally', 'refer', 'dwelling', 'building', 'plain', 'regard', 'native', 'type', 'lodge', 'structure', 'specific', 'american', 'possible', 'usually', 'north']",0.936
125,indians,300265493,"['passamaquoddy', 'lake', 'maine', 'indian', 'tribe', 'known', 'river', 'confederation', 'eastern', 'belonged', 'live', 'new', 'refers', 'native', 'speaking', 'passamaquoddys', 'loose', 'boundary', 'american', 'bay', 'culture', 'croix', 'together', 'abnaki', 'schoodic', 'maliseet', 'micmac', 'algonkian', 'alliance', 'wabanaki']",0.877
126,indians,300017491,"['lake', 'shelter', 'etchareottine', 'historically', 'tine', 'cree', 'tribe', 'indian', 'awokanak', 'river', 'another', 'style', 'since', 'dwelling', 'chipewyan', 'great', 'speaking', 'present', 'athabascan', 'sometimes', 'term', 'occupy', 'british', 'culture', 'enslaved', 'traditional', 'mackenzie', 'name', 'raided', 'day', 'north', 'west', 'alberta', 'etchaottine', 'territory', 'etchao', 'slave', 'northwest', 'slavey', 'enemy', 'translation']",0.861
